,Country,Year,Carbon Emissions,Education Expenditure,Foreign Direct Investment (FDI) Inflows,GDP,Health Expenditure,Inflation Rate,Internet Penetration,Life Expectancy,Renewable Energy Production,Unemployment Rate
193,ESP,2017,263450.5,4.20777988433838,31565354023.7855,1313245330197.65,8.94976807,1.95607633363964,84.6022457,83.2829268292683,15.71,17.22
194,ESP,2018,257042.8,4.18157005310059,58626179994.9911,1421702715218.04,9.00140381,1.67498136863794,86.10723553,83.4317073170732,17.42,15.25
195,ESP,2019,239977.8,4.23408985137939,25880652698.1596,1394320055129.41,9.13947964,0.699518994458693,90.71866533,83.8317073170732,17.27,14.1
196,ESP,2020,239977.8,4.59000015258789,36630335495.6506,1276962685648.25,10.71374989,-0.322753017299705,93.20564892,82.3317073170732,17.27,15.53
197,ESP,2021,239977.8,4.59000015258789,43909506910.5327,1427380681294.55,10.71374989,3.09313511976406,93.9,83.1780487804878,17.27,14.78
198,FIN,2000,55097.5,5.70930004119873,13502068644.6076,126019543413.334,7.09253168,3.04210080667796,37.24846174,77.4658536585366,31.68,11.13
199,FIN,2001,61088.1,5.84025001525879,3224710299.84937,129533107311.811,7.25090456,2.57844080098894,43.10536335,77.9658536585366,29.25,10.29
200,FIN,2002,63439.7,6.01677989959717,8094575465.08978,140404460203.138,7.62769508,1.57122012789382,62.43,78.119512195122,29.52,10.42
201,FIN,2003,71708.1,6.16743993759155,5965369887.32256,171652458349.411,7.9380517,0.877440386254743,69.22,78.3682926829268,28.35,10.47
202,FIN,2004,67682.9,6.15757989883423,6777097341.61981,197479443979.151,8.05912876,0.187120559084453,72.39,78.7146341463415,31.1,10.36
203,FIN,2005,55460.2,6.02507019042969,10867806670.7033,204885494686.381,8.28795624,0.623874450025199,74.48,78.8170731707317,31.52,8.38
204,FIN,2006,67024.9,5.92838001251221,4638725790.33102,217089269791.764,8.2841177,1.56666380704384,79.66,79.2146341463415,31.25,7.72
205,FIN,2007,65102.7,5.67125988006592,21979356204.6661,256378067752.158,8.08359432,2.51066565240339,80.78,79.2634146341464,31.8,6.85
206,FIN,2008,56660.1,5.83010005950928,19406664159.1787,285716311136.719,8.34310627,4.06595355358378,83.67,79.5682926829268,34.61,6.37
207,FIN,2009,54180.9,6.45955991744995,-8825823233.80559,253497520828.515,9.16122341,-9.17360403259616e-07,82.49,79.719512195122,32.46,8.25
208,FIN,2010,62526.4,6.50444984436035,12221008932.1759,249424310816.667,9.14202785,1.1841352315465,86.89,79.8707317073171,33.43,8.39
209,FIN,2011,55123.4,6.44504976272583,-6008001205.17501,275604356167.316,9.22303009,3.41680754255211,88.70999491,80.4707317073171,35.14,7.78
210,FIN,2012,49408.1,7.14803981781006,4931090894.98296,258290060227.734,9.5857954,2.80833622561575,89.87999797,80.6268292682927,38.72,7.69
211,FIN,2013,50191.3,7.12404012680054,-4922279528.51917,271362405890.589,9.80534649,1.47828615688804,91.5144,80.9756097560976,38.52,8.19
212,FIN,2014,46161.7,7.10236978530884,17528599997.1113,274862826772.156,9.78115082,1.04119621178439,86.53039275,81.1804878048781,41.25,8.66
213,FIN,2015,42815.4,7.03208017349243,17485137455.9981,234534382384.766,9.64523888,-0.207928839905218,86.42213333,81.4804878048781,43.23,9.38
214,FIN,2016,45700.3,6.85153007507324,5124075140.91557,240771351298.833,9.37796021,0.356684500891696,87.70364996,81.4292682926829,42.4,8.82
215,FIN,2017,43015.4,6.36311006546021,17149122038.4329,255647979916.471,9.12670135,0.754015047084413,87.46892907,81.6317073170732,44.48,8.64
216,FIN,2018,44581.3,6.27542018890381,-10571698824.8262,275708001767.843,9.04490948,1.08382098409299,88.88996,81.7341463414634,44.17,7.36
217,FIN,2019,40706.8,6.41710996627808,15611668561.8503,268514916972.549,9.17165565,1.02409392963429,89.60738511,81.9829268292683,45.76,6.69
218,FIN,2020,40706.8,5.88000011444092,-2487590239.30074,271891788362.647,9.61349583,0.290554555653313,92.17027106,81.9317073170732,45.76,7.76
219,FIN,2021,40706.8,5.88000011444092,23869274273.1603,297301883523.251,9.61349583,2.19457432339993,92.80806082,81.9341463414634,45.76,7.61
220,FRA,2000,373116.8,5.65859603881836,41389082664.7628,1365639660792.16,9.58447742,1.6759598872093,14.30792394,79.0560975609756,9.32,10.22
221,FRA,2001,376727.3,5.65859603881836,50142053918.8909,1377657339291.34,9.7056284,1.63478079549599,26.32590355,79.1585365853659,9.46,8.61
222,FRA,2002,371018.2,5.65859603881836,51550483853.8509,1501409382971.38,10.02218628,1.9234122872706,30.18,79.2609756097561,8.73,8.7
223,FRA,2003,376705.7,5.65859603881836,42350800678.3509,1844544792036.86,10.08283424,2.09847219146922,36.14,79.1146341463415,8.91,8.31
224,FRA,2004,377785.5,5.65859603881836,35608535812.8719,2119633181634.37,10.16429329,2.14208964640242,39.15,80.1634146341463,8.95,8.91
225,FRA,2005,380655.1,5.65859603881836,85137061931.2536,2196945232435.8,10.2148447,1.74586936380481,42.87,80.1634146341463,8.66,8.49
226,FRA,2006,371547.0,5.65859603881836,78957053786.1349,2320536221304.7,10.38566494,1.67512449608728,46.87,80.8121951219512,8.52,8.45
227,FRA,2007,362828.2,5.65859603881836,83777598395.4499,2660591246211.77,10.31564426,1.48799805953858,66.09,81.1121951219512,9.46,7.66
228,FRA,2008,357990.2,5.65859603881836,67997446904.9733,2930303780828.12,10.50084686,2.81286194914787,70.68,81.2146341463415,10.6,7.06
229,FRA,2009,343733.5,5.65859603881836,18422928061.9131,2700887366932.03,11.28756237,0.0876204781574529,71.58,81.4146341463415,11.32,8.74
230,FRA,2010,347778.1,5.65859603881836,38889439213.3126,2645187882116.67,11.22560215,1.53112270420924,77.28,81.6634146341463,11.99,8.87
231,FRA,2011,335139.7,5.48298311233521,44205811126.5792,2865157541994.17,11.18497562,2.11159795174997,77.81999899,82.1146341463415,10.66,8.81
232,FRA,2012,338418.6,5.45646715164185,32944663317.8722,2683671716967.19,11.29740047,1.95419531613507,81.44,81.9682926829268,12.34,9.4
233,FRA,2013,338555.7,5.50037813186646,31589283790.5549,2811876903329.03,11.40466881,0.863715497861826,81.9198,82.219512195122,13.42,9.92
234,FRA,2014,306100.5,5.51206302642822,5804878132.66635,2855964488590.19,11.53414917,0.507758822937957,83.75,82.719512195122,13.2,10.29
235,FRA,2015,311300.8,5.46423482894897,42825414105.9409,2439188643162.5,11.44077206,0.0375143805125363,78.00603771,82.3219512195122,13.34,10.35
236,FRA,2016,313921.8,5.41906690597534,32803666728.594,2472964344587.17,11.48530769,0.183334861123848,79.26981132,82.5731707317073,14.24,10.05
237,FRA,2017,317828.8,5.45160007476807,35868111746.0373,2595151045197.65,11.35755825,1.03228275064674,80.50245972,82.5756097560976,14.12,9.41
238,FRA,2018,307049.9,5.40716981887817,77493098693.2378,2790956878746.66,11.21255589,1.85081508315494,82.04318678,82.6756097560976,15.21,9.02
239,FRA,2019,300515.6,5.35443019866943,53499337503.7413,2728870246705.88,11.09835148,1.10825492288292,83.33974409,82.8268292682927,15.53,8.41
240,FRA,2020,300515.6,5.5,14725353075.83,2639008701648.26,12.20504951,0.476498852725083,84.70640914,82.1756097560976,15.53,8.01
241,FRA,2021,300515.6,5.5,88427620691.4788,2957879759263.52,12.20504951,1.64233141038392,86.09548575,82.3243902439024,15.53,7.86
242,GBR,2000,530888.0,4.0231499671936,164130335444.123,1666126494174.61,7.19114876,1.18295624210404,26.82175435,77.7414634146342,0.96,5.56
243,GBR,2001,545262.0,4.10855007171631,56090924808.7938,1648658413703.76,7.39209652,1.53234960272418,33.48109487,77.9926829268293,0.85,4.7
244,GBR,2002,530785.7,4.6285400390625,89760582753.2235,1785843824940.05,7.70158529,1.52040245947458,56.48,78.1439024390244,0.97,5.04
245,GBR,2003,543036.9,4.80573987960815,36011240472.8341,2056612244897.96,8.07401752,1.3765003854201,64.82,78.4463414634146,0.93,4.81
246,GBR,2004,543075.7,4.72940015792847,87059621382.2839,2422958623214.94,8.32724667,1.39039756680426,65.61,78.7463414634146,1.14,4.59
247,GBR,2005,540916.8,4.92918014526367,252653397148.111,2544805454545.45,8.3883543,2.08913649025072,70.0,79.0487804878049,1.35,4.75
248,GBR,2006,542060.7,4.97325992584229,203636431868.244,2709911683532.66,8.62720299,2.45566166439288,68.82,79.2487804878049,1.55,5.35
249,GBR,2007,530502.3,4.90883016586304,209514959646.908,3092821128451.38,8.60300064,2.38656150773328,75.09,79.4487804878049,1.84,5.26
250,GBR,2008,515335.5,4.88497018814087,253454117907.322,2931501838235.29,9.02258778,3.52140856342537,78.39,79.6,2.79,5.62
251,GBR,2009,466492.3,5.04631996154785,14547108445.0914,2417638261411.43,10.03383827,1.96173173560107,83.56,80.0512195121951,3.38,7.54
252,GBR,2010,482441.2,5.66824007034302,66734551294.0913,2491397494467.95,9.95166206,2.49265472467065,85.0,80.4024390243902,3.67,7.79
253,GBR,2011,445591.6,5.55959987640381,27012050072.3452,2666403005061.42,9.91592121,3.85611244682819,85.37999855,80.9512195121951,4.44,8.04
254,GBR,2012,467780.3,5.6596040725708,46750789727.7264,2706340967030.68,9.93235588,2.57323479654528,87.47999842,80.9048780487805,4.77,7.88
255,GBR,2013,453761.3,5.50078010559082,54473175400.2415,2786315215249.95,9.84154701,2.29166666666666,89.8441,81.0048780487805,6.02,7.52
256,GBR,2014,415599.3,5.56450986862183,58890445252.714,3065223279583.79,9.82684326,1.45112016293279,91.61,81.3048780487805,7.36,6.11
257,GBR,2015,401078.5,5.51411008834839,45333483122.0899,2934857946213.47,9.75462151,0.368046842325369,92.00029987,80.9560975609756,8.61,5.3
258,GBR,2016,380811.8,5.37532997131348,324813224213.021,2699659680997.2,9.69526958,1.00841736811403,94.77580063,81.1560975609756,8.6,4.81
259,GBR,2017,367002.4,5.38499021530151,125358809934.121,2683399006715.79,9.58797741,2.55775577557754,90.42455049,81.2560975609756,9.7,4.33
260,GBR,2018,360734.7,5.16799020767212,-25055440306.9073,2878152147315.82,9.65815544,2.29283990345939,90.69200899,81.2560975609756,10.99,4.0
261,GBR,2019,348921.9,5.20774984359741,19790761929.1277,2857057847953.02,9.87480068,1.73810460086511,92.51662855,81.4048780487805,12.24,3.74
262,GBR,2020,348921.9,5.53000020980835,132476034789.015,2704609160088.15,11.97759342,0.98948670377243,94.81820132,80.3512195121951,12.24,4.472
263,GBR,2021,348921.9,5.53000020980835,5922252759.15616,3131377762925.95,11.93908691,2.51837109614205,96.68023657,80.7,12.24,4.826
264,GRC,2000,94460.6,3.23019003868103,-8195469.28845516,130457756628.436,7.24332571,3.15118162493827,9.138837308,77.8878048780488,7.82,11.24
265,GRC,2001,96607.8,3.36457991600037,2001266.56220201,136309295225.34,7.9878397,3.37396832213867,10.93502581,78.3878048780488,7.11,10.46
266,GRC,2002,96596.2,3.42430996894836,34180546.5370639,154564203586.954,8.23377991,3.62935871878871,14.67,78.6414634146341,7.33,9.98
267,GRC,2003,100216.6,3.42933988571167,1408086698.62351,202370140236.265,8.44915581,3.53065027765554,17.8,78.8414634146341,7.6,9.41
268,GRC,2004,99844.6,3.66719007492065,2147927926.7584,240963562236.127,8.0939045,2.89884810758168,21.42,79.0390243902439,7.85,10.31
269,GRC,2005,101947.3,3.96395993232727,688484256.649083,247875422204.414,8.56466961,3.54507273335083,24.0,79.2390243902439,8.01,9.99
270,GRC,2006,100702.8,3.992294216156006,5411403362.23117,273546728473.073,8.25866985,3.19594684144545,32.25,79.4390243902439,8.51,9.01
271,GRC,2007,104309.9,4.020628499984742,1957124444.19442,318902829550.733,8.39808273,2.89500321516574,35.88,79.4390243902439,8.05,8.4
272,GRC,2008,100405.6,4.048962783813478,5733447473.24928,355908689477.445,8.82774162,4.15279708110295,38.2,79.9390243902439,8.32,7.76
273,GRC,2009,94740.2,4.077297067642214,2766296835.47185,331308500253.274,9.40688515,1.2100726919781,42.4,80.1878048780488,9.19,9.62
274,GRC,2010,87578.5,4.10563135147095,532926980.500431,297124961971.501,9.59662342,4.71298907760393,44.4,80.3878048780488,11.37,12.71
275,GRC,2011,84547.2,4.43512725830078,1092191387.83039,282995942006.557,9.19330311,3.3298532335065,51.64999517,80.7317073170732,11.38,17.86
276,GRC,2012,80085.3,4.51454973220825,1662090329.838,242029307133.408,8.92415524,1.50152696177748,55.06999344,80.6341463414634,14.17,24.44
277,GRC,2013,72484.2,4.47595977783203,2945271844.68569,238907690051.13,8.43796444,-0.921269454256898,59.8663,81.2853658536585,16.61,27.47
278,GRC,2014,69548.7,4.28700971603394,2697339246.05447,235458133124.608,7.8914113,-1.31226096405516,63.21,81.3853658536585,16.41,26.49
279,GRC,2015,68010.2,3.66139006614685,1268938505.86333,195683527003.375,8.22004509,-1.73588804765278,66.83495949,81.0365853658537,17.47,24.9
280,GRC,2016,66848.6,3.97024154663086,2698544612.16074,193148146586.933,8.44874573,-0.825653978391008,69.08791547,81.3878048780488,16.41,23.54
281,GRC,2017,66795.5,3.47708988189697,3439131879.75517,199844406013.531,8.13515854,1.12125452031427,69.89297065,81.2878048780488,16.38,21.49
282,GRC,2018,65021.2,3.59734010696411,4025447788.57703,212049447242.111,8.12024307,0.625621413453588,72.23837339,81.7878048780488,17.86,19.29
283,GRC,2019,59996.8,3.58803009986877,4999635989.53693,205257014892.502,8.20262337,0.25300752203812,75.67120669,81.6390243902439,18.51,17.31
284,GRC,2020,59996.8,4.44000005722046,3303648833.22836,188925995936.807,9.50820732,-1.24798355581408,78.11584474,81.2878048780488,18.51,16.31
285,GRC,2021,59996.8,4.44000005722046,6132475888.3553,214873879833.648,9.50820732,1.22382501019855,78.49426371,80.1829268292683,18.51,14.71
286,HUN,2000,54633.3,4.86840009689331,2747712559.81382,47218405892.4258,6.77804327,9.80361016908127,6.999676351,71.2463414634146,5.17,6.56
287,HUN,2001,56280.4,4.9310097694397,4058819560.69834,53749989092.0197,6.82614756,9.11680911680913,14.5285543,72.2487804878049,5.12,5.67
288,HUN,2002,55599.9,5.17923021316528,3643428379.51995,67608919144.3684,7.1210165,5.26544821583986,16.67,72.3487804878049,5.17,5.61
289,HUN,2003,58186.9,5.79115009307861,4157510420.33352,85285062818.0077,8.11923504,4.66101694915256,21.63,72.3,5.01,5.79
290,HUN,2004,56349.8,5.32658004760742,4538099567.15789,104120820258.669,7.7565484,6.74434679569463,27.74,72.6487804878049,4.63,5.83
291,HUN,2005,55921.2,5.31888008117676,27489690204.0215,113211158292.936,7.98271132,3.56151711378355,38.97,72.6487804878049,7.29,7.19
292,HUN,2006,55457.5,5.28811979293823,18678720024.6862,115715618613.052,7.77566671,3.93032603841,47.06,73.0975609756098,7.86,7.49
293,HUN,2007,53850.4,5.13345003128052,70631297038.9164,140186716681.425,7.2018342,7.95874516544909,53.3,73.1512195121951,9.0,7.41
294,HUN,2008,53014.2,4.96611022949219,75107772943.2045,158325614580.628,7.08621168,6.0425125388106,61.0,73.7024390243903,8.96,7.82
295,HUN,2009,47839.1,4.94466018676758,-2792080129.12211,131069255620.567,7.21973991,4.21171171171172,62.0,73.9048780487805,12.29,10.03
296,HUN,2010,47880.5,4.72175979614258,-20770280260.78,132175349953.713,7.44544077,4.85555795691951,65.0,74.2073170731707,13.46,11.17
297,HUN,2011,46907.3,4.56132984161377,10740966550.9834,141942264554.475,7.4782691,3.92992098935075,68.01998789,74.8585365853659,14.74,11.03
298,HUN,2012,43427.2,4.14111995697021,10815928328.3018,128814279315.132,7.40815496,5.65214517088651,70.57999815,75.0634146341463,16.47,11.0
299,HUN,2013,40762.6,4.18772983551025,-3586600504.51759,135684315697.713,7.23183966,1.73319984983107,72.6439,75.5658536585366,17.18,10.18
300,HUN,2014,40625.2,4.6003999710083,13060104658.7999,141033843265.669,7.04440498,-0.227566270988384,75.65319745,75.7634146341463,15.72,7.73
301,HUN,2015,43384.1,4.49410009384155,-5266437314.96472,125174166987.372,6.85204268,-0.0616446800641176,72.83473703,75.5682926829269,15.6,6.81
302,HUN,2016,44248.4,4.61454010009766,69681210262.328,128609822750.039,6.98634624,0.394769306686402,79.25941213,76.0634146341464,15.34,5.11
303,HUN,2017,46435.2,4.61409997940063,-12133055292.6452,143112196040.326,6.73819399,2.34824281150159,76.75054712,75.8170731707317,14.54,4.16
304,HUN,2018,46396.0,4.62282991409302,-64364899191.4145,160564628963.713,6.5753026,2.85024792594642,76.07436064,76.0658536585366,13.58,3.71
305,HUN,2019,46382.3,4.23763990402222,98701757632.0396,163988594921.902,6.29731894,3.3385863538201,80.37169361,76.3195121951219,13.64,3.42
306,HUN,2020,46382.3,4.76000022888184,167560108496.545,157182045260.23,7.25031424,3.3267438576673,84.77115202,75.5682926829269,13.64,4.25
307,HUN,2021,46382.3,4.76000022888184,29344742755.7049,181848022233.89,7.25031424,5.11096534382858,88.64083466,74.4658536585366,13.64,4.05
308,IRL,2000,42533.5,4.13225984573364,25779436152.5705,100207610429.909,5.89902735,5.59071729957807,17.85046724,76.5365853658537,2.04,4.32
309,IRL,2001,44815.3,4.08749008178711,9650920349.706,109346669229.695,6.39249372,4.87290487290487,23.13881219,77.1341463414634,1.97,3.68
310,IRL,2002,43929.8,4.10487985610962,29323796527.2223,128596035288.401,6.67263031,4.614733276884,25.85,77.6341463414634,2.25,4.22
311,IRL,2003,44086.8,4.20493984222412,22781292817.2057,164670771259.602,7.00761414,3.49048968029138,34.31,78.1390243902439,2.01,4.48
312,IRL,2004,44687.6,4.48296022415161,-10607612697.3484,194372115041.065,7.21972942,2.19962850718543,36.99,78.5390243902439,2.31,4.49
313,IRL,2005,46650.5,4.51898002624512,47001243614.0878,211876989655.907,7.64242792,2.42969198392961,41.61,78.9439024390244,2.89,4.34
314,IRL,2006,47263.3,4.54742002487183,22070063905.1011,232180617162.279,7.51646948,3.93163989540532,54.82,79.2414634146342,3.23,4.41
315,IRL,2007,46355.8,4.71541023254395,59934755383.4486,270079279419.5,7.80773735,4.89711564381346,61.15832455,79.6414634146341,3.57,4.98
316,IRL,2008,45780.1,5.45828008651733,23287686335.9747,275447471451.063,9.12564754,4.06030495117353,65.34,80.0951219512195,4.21,6.77
317,IRL,2009,40564.6,6.15610980987549,53974309647.0524,236443115853.695,10.52275753,-4.47810339150477,67.38,80.190243902439,5.3,12.61
318,IRL,2010,40188.5,6.05136013031006,37748455283.6937,221913560882.367,10.5258255,-0.922095829024469,69.85,80.7439024390244,5.31,14.53
319,IRL,2011,36681.3,5.82904005050659,23699352432.596,239003132208.133,10.6313448,2.5571888318692,74.88997297,80.7463414634146,6.61,15.35
320,IRL,2012,37127.9,5.75268983840942,58090414122.9928,225628699652.993,10.62784767,1.69620897294545,76.91999254,80.8463414634146,6.64,15.45
321,IRL,2013,35709.3,5.34205007553101,70811172728.4365,238340859896.937,10.30873108,0.508714869485436,78.2477,80.9487804878049,7.44,13.73
322,IRL,2014,35525.3,4.87849998474121,97382259038.5326,259170903647.536,9.54538631,0.182542316627949,83.49172234,81.3487804878049,8.55,11.86
323,IRL,2015,37063.0,3.75876998901367,237060224928.863,291775166506.891,7.31753302,-0.289879079012739,83.49479167,81.4536585365854,9.2,9.91
324,IRL,2016,38824.8,3.74212002754211,102915688042.276,299091127524.505,7.44555712,0.0083063377356992,83.5,81.6536585365854,8.59,8.37
325,IRL,2017,37778.5,3.50928997993469,58300808407.7828,336377500160.546,7.14633131,0.340531561461793,84.11400706,82.1560975609756,10.1,6.71
326,IRL,2018,37661.7,3.39286994934082,67361732390.1091,385736680797.118,6.88002014,0.488370168032449,87.00014011,82.2048780487805,10.78,5.74
327,IRL,2019,35750.9,3.29461002349854,-46633226471.2905,399321701632.431,6.6733737,0.939044481054341,87.00005524,82.7024390243903,12.34,4.95
328,IRL,2020,35750.9,3.09999990463257,34782774941.4582,425852281928.121,7.10143661,-0.334584625428444,91.99989097,82.5560975609756,12.34,5.62
329,IRL,2021,35750.9,3.09999990463257,81018660489.7563,504182603275.542,6.7280345,2.35814296241712,95.16956667,82.1024390243903,12.34,6.19
330,ISL,2000,2225.44,6.4314398765564,155160734.106047,9025660361.75842,8.89924335,5.13647123245151,44.47053382,79.6536585365854,60.66,1.94
331,ISL,2001,2163.29,6.70592021942139,163445772.282048,8234846804.60582,8.75266171,6.40508550386865,49.39299537,80.690243902439,62.12,1.87
332,ISL,2002,2243.77,7.29892015457153,91905493.0570106,9318395054.85934,9.40382481,5.1970223021663,79.12,80.5024390243903,61.84,2.99
333,ISL,2003,2226.41,7.24507999420166,335355205.005774,11429333037.8443,9.72930241,2.0556632975374,83.14,80.9634146341464,61.88,4.0
334,ISL,2004,2319.29,7.16118001937866,755317000.399857,13825302535.7699,9.32854366,3.15819324298464,83.88,80.9975609756098,61.81,4.03
335,ISL,2005,2289.35,7.33843994140625,3093680067.57088,16852963067.0496,8.94694996,3.98704782806592,87.0,81.5024390243902,62.47,2.55
336,ISL,2006,2333.65,7.19521999359131,3876554983.10737,17465318552.2941,8.55709076,6.68707906136661,89.51,81.1585365853659,64.02,2.83
337,ISL,2007,2382.97,6.9443302154541,6872169567.20657,21652505596.7528,8.3535862,5.05155736492145,90.6,81.4536585365854,67.52,2.25
338,ISL,2008,2182.63,7.03601980209351,1203686964.67602,18074622987.0185,8.34370804,12.6943942775878,91.0,81.609756097561,74.0,2.95
339,ISL,2009,2108.0,7.18984985351563,63588140.7547116,13154414219.207,8.77518463,12.0031298461743,93.0,81.7512195121951,74.69,7.22
340,ISL,2010,1959.124,6.9442400932312,256982201.688046,13751161917.7398,8.36173058,5.39673113167484,93.39,81.8975609756097,75.96,7.56
341,ISL,2011,1888.35,6.78997993469238,1106958185.40328,15221622925.9319,8.20293236,4.00102664343116,94.8196868,82.3585365853659,77.19,7.03
342,ISL,2012,1859.9,7.58223009109497,1024164328.08698,14751508133.5443,8.18118858,5.18589988750705,96.20979955,82.9170731707317,77.82,6.0
343,ISL,2013,2031.8,7.44868993759155,472607545.774898,16125060515.3117,8.17555237,3.8722792374824,96.5468,82.0609756097561,76.73,5.38
344,ISL,2014,2047.5,7.6414098739624,766775539.042214,17867662177.8911,8.22888947,2.04461481539337,98.16,82.8609756097561,76.99,4.9
345,ISL,2015,2057.5,7.4579701423645,1145767444.82301,17517210519.0912,8.06978989,1.63305558181333,98.2,82.4682926829268,77.33,3.98
346,ISL,2016,1630.7,7.43219995498657,-1066286957.46864,20793168030.9524,8.09714794,1.6969276199774,98.2400163,82.2048780487805,80.25,2.98
347,ISL,2017,1672.5,7.58385992050171,-6999892980.93709,24728285177.4603,8.26131916,1.76041559180606,98.25520119,82.6609756097561,80.08,2.74
348,ISL,2018,1695.8,7.56170988082886,-622718386.260034,26264127686.6137,8.37734032,2.68291768267388,99.01095399,82.8609756097561,80.71,2.7
349,ISL,2019,1636.3,7.54735994338989,-556463720.652854,24826102119.6357,8.5256052,3.01397179156056,99.50494117,83.1634146341463,81.07,3.51
350,ISL,2020,1636.3,7.71999979019165,-878458464.586911,21694674809.9321,9.55796337,2.84792401518658,99.5327519,83.0634146341463,81.07,5.48
351,ISL,2021,1636.3,7.71999979019165,108528895.866518,25602419210.3374,9.65296936,4.44423970189747,99.68701957,83.1170731707317,81.07,6.02
352,ITA,2000,436296.6,4.29107999801636,13172981900.3999,1146676894209.73,7.56665516,2.53768532095005,23.11087424,79.7780487804878,5.12,10.83
353,ITA,2001,436571.4,4.65009021759033,14878086498.8458,1168023426056.38,7.73760843,2.78516542713555,27.22211698,80.1268292682927,5.38,9.6
354,ITA,2002,443473.1,4.43240976333618,17239360004.8835,1276769338449.3,7.86693573,2.46532319171164,28.04,80.2292682926829,5.6,9.21
355,ITA,2003,462197.8,4.54179000854492,19572886733.5722,1577621707050.51,7.83297729,2.67255552772852,29.04,79.9829268292683,6.24,8.87
356,ITA,2004,472404.8,4.38520002365112,20100742901.8037,1806542968545.56,8.16549301,2.20673661423654,33.24,80.7804878048781,5.94,7.87
357,ITA,2005,473831.8,4.23829984664917,36762073074.939,1858217147203.73,8.33931828,1.98529298527983,35.0,80.7829268292683,6.7,7.73
358,ITA,2006,466654.5,4.52545022964478,56995485107.0101,1949551719389.64,8.43673038,2.09084391012755,37.99,81.2829268292683,7.51,6.78
359,ITA,2007,459371.1,4.10503005981445,65975535145.4856,2213102482751.46,8.13610077,1.829741122024,40.79,81.4341463414634,8.73,6.08
360,ITA,2008,444984.5,4.38794994354248,-9501579210.46569,2408655348718.59,8.53282356,3.34783258401023,44.53,81.4853658536585,10.82,6.72
361,ITA,2009,397057.1,4.52371978759766,16607196344.8457,2199928804118.63,8.95162296,0.774768131387384,48.83,81.6365853658537,12.54,7.75
362,ITA,2010,405272.3,4.33411979675293,9930501390.90892,2136099955236.67,8.91602039,1.52551602118248,53.68,82.0365853658537,12.79,8.36
363,ITA,2011,396687.4,4.11568021774292,34465481829.5317,2294994296589.5,8.77413177,2.78063272879324,54.3899983,82.1878048780488,11.9,8.36
364,ITA,2012,376747.2,4.05601978302002,34901033.0149755,2086957656821.6,8.78352833,3.04136333226773,55.82999799,82.2390243902439,14.39,10.65
365,ITA,2013,346458.3,4.14367008209229,19531411961.8185,2141924094298.56,8.77543831,1.21999342274305,58.4593,82.690243902439,16.32,12.15
366,ITA,2014,327498.0,4.06127977371216,17032744039.0433,2162009615996.54,8.86791801,0.241047429826773,55.63846022,83.090243902439,17.13,12.68
367,ITA,2015,337862.1,4.07362985610962,13303439230.2377,1836637711060.55,8.85689163,0.0387903996579552,58.14173496,82.5439024390244,16.57,11.9
368,ITA,2016,333344.8,3.81578993797302,25656663794.7916,1877071687633.78,8.72533035,-0.0940166569157271,61.32425277,83.2439024390244,16.09,11.69
369,ITA,2017,329193.3,4.04493999481201,11138429977.1854,1961796197354.36,8.67773914,1.22653316645808,63.077347,82.9463414634147,16.43,11.21
370,ITA,2018,324884.2,4.25614023208618,44249715319.1484,2091932426266.98,8.68187714,1.13748763600395,74.38718292,83.3463414634146,17.08,10.61
371,ITA,2019,317238.6,4.09531021118164,31185214397.3208,2011302198827.45,8.6563549,0.611246943765291,67.85071029,83.4975609756098,17.27,9.95
372,ITA,2020,317238.6,4.26999998092651,-22090942205.122,1896755301518.14,9.63378334,-0.13770757391657,70.48342785,82.1951219512195,17.27,9.16
373,ITA,2021,317238.6,4.26999998092651,18911500067.3882,2107702842669.73,9.45429516,1.87378325762491,74.8623274,82.7951219512195,17.27,9.5
374,LUX,2000,8556.7,3.53973007202148,4243174364.5005,21230182989.3036,5.92533875,3.15076707022592,22.88732797,77.8731707317073,6.81,2.35
375,LUX,2001,9118.5,3.53973007202148,4243174364.5005,21387533703.2327,6.38193941,2.66382110579103,36.16342251,77.8243902439025,3.42,1.81
376,LUX,2002,9818.3,3.734110567304819,4243174364.5005,23649833332.1655,6.76099968,2.07408613571644,39.84,77.9658536585366,1.32,2.62
377,LUX,2003,10241.6,3.9284910625881575,4291105683.1905,29667268248.1305,6.96221447,2.04984030563515,54.55,77.7268292682927,1.28,3.68
378,LUX,2004,11659.8,4.1228715578714965,5179643438.5651,35064843792.8993,7.2793355,2.22567916428892,65.88,79.1219512195122,1.35,5.11
379,LUX,2005,11912.9,4.317252053154835,4644769483.2861,37672280120.4794,7.12328196,2.48769665164086,70.0,79.4317073170732,1.87,4.49
380,LUX,2006,11717.2,4.5116325484381745,32219534640.5467,42910146296.0646,6.6364212,2.66631494577072,72.51,79.2878048780488,2.08,4.73
381,LUX,2007,11114.4,4.706013043721513,-29679425809.9086,51587401415.7872,6.15803099,2.31245861786128,78.92,79.3829268292683,3.64,4.07
382,LUX,2008,11022.5,4.9003935390048525,7117112828.2125,58844277701.5258,6.23101091,3.40187963025566,82.23,80.5390243902439,3.96,5.06
383,LUX,2009,10442.8,5.094774034288191,27255154248.9126,54467289897.5582,6.94993162,0.368041997888919,87.31,80.6365853658537,3.73,5.12
