,CO2,COU,Year,Value
3593,MEX,IRL,2002,17.0
3594,MEX,IRL,2003,17.0
3595,MEX,IRL,2004,17.0
3596,MEX,IRL,2005,17.0
3597,MEX,IRL,2006,34.0
3598,MEX,IRL,2007,14.0
3599,MEX,IRL,2008,6.0
3600,MEX,IRL,2009,9.0
3601,MEX,IRL,2010,9.0
3602,MEX,IRL,2011,12.0
3603,MEX,IRL,2012,30.0
3604,MEX,IRL,2013,18.0
3605,MEX,IRL,2014,23.0
3606,MEX,IRL,2015,28.0
3607,MEX,IRL,2016,19.0
3608,MEX,IRL,2017,22.0
3609,MEX,IRL,2018,14.0
3610,MEX,IRL,2019,25.0
3611,MEX,IRL,2020,12.0
3612,MEX,SWE,2000,16.0
3613,MEX,SWE,2001,36.0
3614,MEX,SWE,2002,55.0
3615,MEX,SWE,2003,35.0
3616,MEX,SWE,2004,41.0
3617,MEX,SWE,2005,42.0
3618,MEX,SWE,2006,68.0
3619,MEX,SWE,2007,73.0
3620,MEX,SWE,2008,77.0
3621,MEX,SWE,2009,72.0
3622,MEX,SWE,2010,74.0
3623,MEX,SWE,2011,60.0
3624,MEX,SWE,2012,66.0
3625,MEX,SWE,2013,88.0
3626,MEX,SWE,2014,92.0
3627,MEX,SWE,2015,90.0
3628,MEX,SWE,2016,91.0
3629,MEX,SWE,2017,140.0
3630,MEX,SWE,2018,67.0
3631,MEX,SWE,2019,73.0
3632,MEX,SWE,2020,140.0
3633,MEX,ESP,2000,263.0
3634,MEX,ESP,2001,263.0
3635,MEX,ESP,2002,352.0
3636,MEX,ESP,2003,344.0
3637,MEX,ESP,2004,451.0
3638,MEX,ESP,2005,437.0
3639,MEX,ESP,2006,567.0
3640,MEX,ESP,2007,593.0
3641,MEX,ESP,2008,763.0
3642,MEX,ESP,2009,584.0
3643,MEX,ESP,2010,932.0
3644,MEX,ESP,2011,856.0
3645,MEX,ESP,2012,862.0
3646,MEX,ESP,2013,1398.0
3647,MEX,ESP,2014,1731.0
3648,MEX,ESP,2015,722.0
3649,MEX,ESP,2016,911.0
3650,MEX,ESP,2017,402.0
3651,MEX,ESP,2018,549.0
3652,MEX,ESP,2019,951.0
3653,MEX,ESP,2020,1492.0
3654,MEX,DNK,2000,4.0
3655,MEX,DNK,2001,4.0
3656,MEX,DNK,2002,4.0
3657,MEX,DNK,2003,4.0
3658,MEX,DNK,2004,4.0
3659,MEX,DNK,2005,4.0
3660,MEX,DNK,2006,4.0
3661,MEX,DNK,2007,6.0
3662,MEX,DNK,2008,13.0
3663,MEX,DNK,2009,15.0
3664,MEX,DNK,2010,8.0
3665,MEX,DNK,2011,8.0
3666,MEX,DNK,2012,4.0
3667,MEX,DNK,2013,0.0
3668,MEX,DNK,2014,4.0
3669,MEX,DNK,2015,2.0
3670,MEX,DNK,2016,16.0
3671,MEX,DNK,2017,20.0
3672,MEX,DNK,2018,6.0
3673,MEX,DNK,2019,2.0
3674,MEX,DNK,2020,19.0
3675,MEX,CAN,2000,1308.0
3676,MEX,CAN,2001,1084.0
3677,MEX,CAN,2002,1054.0
3678,MEX,CAN,2003,1125.0
3679,MEX,CAN,2004,1517.0
3680,MEX,CAN,2005,1467.0
3681,MEX,CAN,2006,2004.0
3682,MEX,CAN,2007,1654.0
3683,MEX,CAN,2008,1717.0
3684,MEX,CAN,2009,1846.0
3685,MEX,CAN,2010,1798.0
3686,MEX,CAN,2011,2392.0
3687,MEX,CAN,2012,1423.0
3688,MEX,CAN,2013,1599.0
3689,MEX,CAN,2014,3558.0
3690,MEX,CAN,2015,3477.0
3691,MEX,CAN,2016,2079.0
3692,MEX,CAN,2017,1505.0
3693,MEX,CAN,2018,2433.0
3694,MEX,CAN,2019,3770.0
3695,MEX,CAN,2020,1536.0
3696,MEX,ISL,2000,0.0
3697,MEX,ISL,2001,3.0
3698,MEX,ISL,2002,0.0
3699,MEX,ISL,2003,2.0
3700,MEX,ISL,2004,5.0
3701,MEX,ISL,2005,2.0
3702,MEX,ISL,2006,3.0
3703,MEX,ISL,2007,1.0
3704,MEX,ISL,2008,2.0
3705,MEX,ISL,2009,4.0
3706,MEX,ISL,2010,1.0
3707,MEX,ISL,2011,1.0
3708,MEX,ISL,2012,0.0
3709,MEX,ISL,2013,8.0
3710,MEX,ISL,2014,2.0
3711,MEX,ISL,2015,4.0
3712,MEX,ISL,2016,3.0
3713,MEX,ISL,2017,1.0
3714,MEX,ISL,2018,0.0
3715,MEX,ISL,2019,0.0
3716,MEX,ISL,2020,2.0
3717,MEX,AUT,2000,22.0
3718,MEX,AUT,2001,23.0
3719,MEX,AUT,2002,24.0
3720,MEX,AUT,2003,11.0
3721,MEX,AUT,2004,28.0
3722,MEX,AUT,2005,30.0
3723,MEX,AUT,2006,10.0
3724,MEX,AUT,2007,10.0
3725,MEX,AUT,2008,14.0
3726,MEX,AUT,2009,16.0
3727,MEX,AUT,2010,4.0
3728,MEX,AUT,2011,9.0
3729,MEX,AUT,2012,13.0
3730,MEX,AUT,2013,14.0
3731,MEX,AUT,2014,10.0
3732,MEX,AUT,2015,8.0
3733,MEX,AUT,2016,19.0
3734,MEX,AUT,2017,21.0
3735,MEX,AUT,2018,20.0
3736,MEX,AUT,2019,25.0
3737,MEX,AUT,2020,34.0
3738,MEX,AUS,2000,33.0
3739,MEX,AUS,2001,33.0
3740,MEX,AUS,2002,46.0
3741,MEX,AUS,2003,26.0
3742,MEX,AUS,2004,43.0
3743,MEX,AUS,2005,42.0
3744,MEX,AUS,2006,63.0
3745,MEX,AUS,2007,83.0
3746,MEX,AUS,2008,81.0
3747,MEX,AUS,2009,112.0
3748,MEX,AUS,2010,143.0
3749,MEX,AUS,2011,105.0
3750,MEX,AUS,2012,125.0
3751,MEX,AUS,2013,239.0
3752,MEX,AUS,2014,266.0
3753,MEX,AUS,2015,221.0
3754,MEX,AUS,2016,244.0
3755,MEX,AUS,2017,244.0
3756,MEX,AUS,2018,108.0
3757,MEX,AUS,2019,196.0
3758,MEX,AUS,2020,318.0
3759,MEX,NLD,2000,57.0
3760,MEX,NLD,2001,49.0
3761,MEX,NLD,2002,60.0
3762,MEX,NLD,2003,31.0
3763,MEX,NLD,2004,27.0
3764,MEX,NLD,2005,82.0
3765,MEX,NLD,2006,72.0
3766,MEX,NLD,2007,76.0
3767,MEX,NLD,2008,65.0
3768,MEX,NLD,2009,87.0
3769,MEX,NLD,2010,57.0
3770,MEX,NLD,2011,80.0
3771,MEX,NLD,2012,120.0
3772,MEX,NLD,2013,80.0
3773,MEX,NLD,2014,115.0
3774,MEX,NLD,2015,95.0
3775,MEX,NLD,2016,77.0
3776,MEX,NLD,2017,109.0
3777,MEX,NLD,2018,92.0
3778,MEX,NLD,2019,105.0
3779,MEX,NLD,2020,204.0
3780,MEX,LVA,2000,0.0
3781,MEX,LVA,2001,0.0
3782,MEX,LVA,2002,0.0
3783,MEX,LVA,2003,0.0
3784,MEX,LVA,2004,0.0
3785,MEX,LVA,2005,0.0
3786,MEX,LVA,2006,0.0
3787,MEX,LVA,2007,0.0
3788,MEX,LVA,2008,0.0
3789,MEX,LVA,2009,0.0
3790,MEX,LVA,2010,0.0
3791,MEX,LVA,2011,0.0
3792,MEX,LVA,2012,0.0
3793,MEX,LVA,2013,0.0
3794,MEX,LVA,2014,0.0
3795,MEX,LVA,2015,1.0
3796,MEX,LVA,2016,0.5
3797,MEX,LVA,2017,0.0
3798,MEX,LVA,2018,0.0
3799,MEX,LVA,2019,0.0
3800,MEX,LVA,2020,0.0
3801,MEX,NZL,2000,12.0
3802,MEX,NZL,2001,25.0
3803,MEX,NZL,2002,9.0
3804,MEX,NZL,2003,16.0
3805,MEX,NZL,2004,17.0
3806,MEX,NZL,2005,11.0
3807,MEX,NZL,2006,6.0
3808,MEX,NZL,2007,16.0
3809,MEX,NZL,2008,16.0
3810,MEX,NZL,2009,10.0
3811,MEX,NZL,2010,2.0
3812,MEX,NZL,2011,16.0
3813,MEX,NZL,2012,25.0
3814,MEX,NZL,2013,20.0
3815,MEX,NZL,2014,18.0
3816,MEX,NZL,2015,23.0
3817,MEX,NZL,2016,43.0
3818,MEX,NZL,2017,41.0
3819,MEX,NZL,2018,53.0
3820,MEX,NZL,2019,68.0
3821,MEX,NZL,2020,48.0
3822,DEU,GBR,2000,249.0
3823,DEU,GBR,2001,205.0
3824,DEU,GBR,2002,203.0
3825,DEU,GBR,2003,285.0
3826,DEU,GBR,2004,284.0
3827,DEU,GBR,2005,302.0
3828,DEU,GBR,2006,261.0
3829,DEU,GBR,2007,372.0
3830,DEU,GBR,2008,302.0
3831,DEU,GBR,2009,400.0
3832,DEU,GBR,2010,339.0
3833,DEU,GBR,2011,400.0
3834,DEU,GBR,2012,479.0
3835,DEU,GBR,2013,569.0
3836,DEU,GBR,2014,311.0
3837,DEU,GBR,2015,584.0
3838,DEU,GBR,2016,992.0
3839,DEU,GBR,2017,2635.0
3840,DEU,GBR,2018,4759.0
3841,DEU,GBR,2019,4331.0
3842,DEU,GBR,2020,3244.0
3843,DEU,BEL,2000,251.0
3844,DEU,BEL,2001,290.0
3845,DEU,BEL,2002,261.0
3846,DEU,BEL,2003,199.0
3847,DEU,BEL,2004,206.0
3848,DEU,BEL,2005,206.0
3849,DEU,BEL,2006,222.0
3850,DEU,BEL,2007,288.0
3851,DEU,BEL,2008,320.0
3852,DEU,BEL,2009,298.0
3853,DEU,BEL,2010,247.0
3854,DEU,BEL,2011,224.0
3855,DEU,BEL,2012,293.0
3856,DEU,BEL,2013,227.0
3857,DEU,BEL,2014,126.0
3858,DEU,BEL,2015,144.0
3859,DEU,BEL,2016,152.0
3860,DEU,BEL,2017,215.0
3861,DEU,BEL,2018,244.0
3862,DEU,BEL,2019,251.0
3863,DEU,BEL,2020,204.0
3864,DEU,GRC,2000,39.0
3865,DEU,GRC,2001,39.0
3866,DEU,GRC,2002,39.0
3867,DEU,GRC,2003,39.0
3868,DEU,GRC,2004,39.0
3869,DEU,GRC,2005,39.0
3870,DEU,GRC,2006,39.0
3871,DEU,GRC,2007,39.0
3872,DEU,GRC,2008,85.0
3873,DEU,GRC,2009,105.0
3874,DEU,GRC,2010,113.0
3875,DEU,GRC,2011,57.0
3876,DEU,GRC,2012,27.0
3877,DEU,GRC,2013,74.0
3878,DEU,GRC,2014,28.0
3879,DEU,GRC,2015,23.0
3880,DEU,GRC,2016,20.0
3881,DEU,GRC,2017,31.0
3882,DEU,GRC,2018,17.0
3883,DEU,GRC,2019,15.0
3884,DEU,GRC,2020,25.0
3885,DEU,CHE,2000,646.0
3886,DEU,CHE,2001,586.0
3887,DEU,CHE,2002,817.0
3888,DEU,CHE,2003,670.0
3889,DEU,CHE,2004,639.0
3890,DEU,CHE,2005,773.0
3891,DEU,CHE,2006,1144.0
3892,DEU,CHE,2007,1361.0
3893,DEU,CHE,2008,3022.0
3894,DEU,CHE,2009,4035.0
3895,DEU,CHE,2010,3617.0
3896,DEU,CHE,2011,3544.0
3897,DEU,CHE,2012,3401.0
3898,DEU,CHE,2013,3835.0
3899,DEU,CHE,2014,4120.0
3900,DEU,CHE,2015,5255.0
3901,DEU,CHE,2016,4658.0
3902,DEU,CHE,2017,6021.0
3903,DEU,CHE,2018,6212.0
3904,DEU,CHE,2019,6640.0
3905,DEU,CHE,2020,6924.0
3906,DEU,SVN,2000,17.0
3907,DEU,SVN,2001,17.0
3908,DEU,SVN,2002,17.0
3909,DEU,SVN,2003,17.0
3910,DEU,SVN,2004,17.0
3911,DEU,SVN,2005,17.0
3912,DEU,SVN,2006,17.0
3913,DEU,SVN,2007,17.0
3914,DEU,SVN,2008,15.0
3915,DEU,SVN,2009,7.0
3916,DEU,SVN,2010,10.0
3917,DEU,SVN,2011,12.0
3918,DEU,SVN,2012,17.0
3919,DEU,SVN,2013,14.0
3920,DEU,SVN,2014,0.0
3921,DEU,SVN,2015,3.0
3922,DEU,SVN,2016,3.0
3923,DEU,SVN,2017,4.0
3924,DEU,SVN,2018,3.0
3925,DEU,SVN,2019,1.0
3926,DEU,SVN,2020,2.0
3927,DEU,ITA,2000,173.0
3928,DEU,ITA,2001,173.0
3929,DEU,ITA,2002,173.0
3930,DEU,ITA,2003,173.0
3931,DEU,ITA,2004,173.0
3932,DEU,ITA,2005,173.0
3933,DEU,ITA,2006,173.0
3934,DEU,ITA,2007,173.0
3935,DEU,ITA,2008,186.0
3936,DEU,ITA,2009,204.0
3937,DEU,ITA,2010,191.0
3938,DEU,ITA,2011,172.0
3939,DEU,ITA,2012,145.0
3940,DEU,ITA,2013,150.0
3941,DEU,ITA,2014,146.0
3942,DEU,ITA,2015,153.0
3943,DEU,ITA,2016,142.0
3944,DEU,ITA,2017,97.0
3945,DEU,ITA,2018,91.0
3946,DEU,ITA,2019,114.0
3947,DEU,ITA,2020,67.0
3948,DEU,MEX,2000,18.0
3949,DEU,MEX,2001,18.0
3950,DEU,MEX,2002,18.0
3951,DEU,MEX,2003,0.0
3952,DEU,MEX,2004,26.0
3953,DEU,MEX,2005,24.0
3954,DEU,MEX,2006,20.0
3955,DEU,MEX,2007,22.0
3956,DEU,MEX,2008,20.0
3957,DEU,MEX,2009,20.0
3958,DEU,MEX,2010,3.0
3959,DEU,MEX,2011,4.0
3960,DEU,MEX,2012,4.0
3961,DEU,MEX,2013,10.0
3962,DEU,MEX,2014,6.0
3963,DEU,MEX,2015,5.0
3964,DEU,MEX,2016,3.0
3965,DEU,MEX,2017,2.0
3966,DEU,MEX,2018,4.0
3967,DEU,MEX,2019,4.0
3968,DEU,MEX,2020,4.0
3969,DEU,CHL,2000,1.0
3970,DEU,CHL,2001,1.0
3971,DEU,CHL,2002,1.3333333333333333
3972,DEU,CHL,2003,1.6666666666666665
3973,DEU,CHL,2004,2.0
3974,DEU,CHL,2005,2.0
3975,DEU,CHL,2006,0.0
3976,DEU,CHL,2007,2.0
3977,DEU,CHL,2008,0.0
3978,DEU,CHL,2009,1.0
3979,DEU,CHL,2010,0.0
3980,DEU,CHL,2011,5.0
3981,DEU,CHL,2012,2.0
3982,DEU,CHL,2013,1.0
3983,DEU,CHL,2014,0.0
3984,DEU,CHL,2015,3.0
3985,DEU,CHL,2016,0.0
3986,DEU,CHL,2017,2.0
3987,DEU,CHL,2018,3.0
3988,DEU,CHL,2019,0.0
3989,DEU,CHL,2020,0.0
3990,DEU,USA,2000,4508.0
3991,DEU,USA,2001,3200.0
3992,DEU,USA,2002,3424.0
3993,DEU,USA,2003,3192.0
3994,DEU,USA,2004,3836.0
3995,DEU,USA,2005,3811.0
3996,DEU,USA,2006,4556.0
3997,DEU,USA,2007,3617.0
3998,DEU,USA,2008,4439.0
3999,DEU,USA,2009,4372.0
4000,DEU,USA,2010,3849.0
4001,DEU,USA,2011,4333.0
4002,DEU,USA,2012,4074.0
4003,DEU,USA,2013,3913.0
4004,DEU,USA,2014,4245.0
4005,DEU,USA,2015,4315.0
4006,DEU,USA,2016,4247.0
4007,DEU,USA,2017,3793.0
4008,DEU,USA,2018,4235.0
4009,DEU,USA,2019,4637.0
4010,DEU,USA,2020,3030.0
4011,DEU,FRA,2000,169.0
4012,DEU,FRA,2001,153.0
4013,DEU,FRA,2002,142.0
4014,DEU,FRA,2003,142.0
4015,DEU,FRA,2004,244.5
4016,DEU,FRA,2005,347.0
4017,DEU,FRA,2006,440.6666666666667
4018,DEU,FRA,2007,534.3333333333334
4019,DEU,FRA,2008,628.0
4020,DEU,FRA,2009,544.0
4021,DEU,FRA,2010,511.0
4022,DEU,FRA,2011,508.0
4023,DEU,FRA,2012,522.0
4024,DEU,FRA,2013,418.0
4025,DEU,FRA,2014,322.0
4026,DEU,FRA,2015,376.0
4027,DEU,FRA,2016,455.0
4028,DEU,FRA,2017,426.0
4029,DEU,FRA,2018,502.0
4030,DEU,FRA,2019,455.0
4031,DEU,FRA,2020,334.0
4032,DEU,POL,2000,101.0
4033,DEU,POL,2001,47.0
4034,DEU,POL,2002,49.0
4035,DEU,POL,2003,60.0
4036,DEU,POL,2004,62.0
4037,DEU,POL,2005,156.0
4038,DEU,POL,2006,1.0
4039,DEU,POL,2007,39.0
4040,DEU,POL,2008,37.0
4041,DEU,POL,2009,47.0
4042,DEU,POL,2010,92.0
4043,DEU,POL,2011,106.0
4044,DEU,POL,2012,171.0
4045,DEU,POL,2013,389.0
4046,DEU,POL,2014,38.0
4047,DEU,POL,2015,17.0
4048,DEU,POL,2016,31.0
4049,DEU,POL,2017,34.0
4050,DEU,POL,2018,39.0
4051,DEU,POL,2019,31.0
4052,DEU,POL,2020,15.0
4053,DEU,LUX,2000,50.0
4054,DEU,LUX,2001,45.0
4055,DEU,LUX,2002,47.0
4056,DEU,LUX,2003,50.0
4057,DEU,LUX,2004,62.0
4058,DEU,LUX,2005,79.0
4059,DEU,LUX,2006,74.0
4060,DEU,LUX,2007,95.0
4061,DEU,LUX,2008,76.0
4062,DEU,LUX,2009,322.0
4063,DEU,LUX,2010,333.0
4064,DEU,LUX,2011,208.0
4065,DEU,LUX,2012,201.0
4066,DEU,LUX,2013,195.0
4067,DEU,LUX,2014,209.0
4068,DEU,LUX,2015,279.0
4069,DEU,LUX,2016,246.0
4070,DEU,LUX,2017,288.0
4071,DEU,LUX,2018,364.0
4072,DEU,LUX,2019,360.0
4073,DEU,LUX,2020,360.0
4074,DEU,HUN,2000,25.0
4075,DEU,HUN,2001,25.0
4076,DEU,HUN,2002,25.0
4077,DEU,HUN,2003,25.0
4078,DEU,HUN,2004,25.0
4079,DEU,HUN,2005,25.0
4080,DEU,HUN,2006,22.0
4081,DEU,HUN,2007,28.0
4082,DEU,HUN,2008,33.0
4083,DEU,HUN,2009,35.0
4084,DEU,HUN,2010,25.0
4085,DEU,HUN,2011,55.0
4086,DEU,HUN,2012,67.0
4087,DEU,HUN,2013,35.0
4088,DEU,HUN,2014,59.0
4089,DEU,HUN,2015,29.0
4090,DEU,HUN,2016,15.0
4091,DEU,HUN,2017,38.0
4092,DEU,HUN,2018,50.0
4093,DEU,HUN,2019,59.0
4094,DEU,HUN,2020,45.0
4095,DEU,NOR,2000,74.0
4096,DEU,NOR,2001,68.0
4097,DEU,NOR,2002,95.0
4098,DEU,NOR,2003,75.0
4099,DEU,NOR,2004,74.0
4100,DEU,NOR,2005,129.0
4101,DEU,NOR,2006,97.0
4102,DEU,NOR,2007,102.0
4103,DEU,NOR,2008,112.0
4104,DEU,NOR,2009,117.0
4105,DEU,NOR,2010,132.0
4106,DEU,NOR,2011,175.0
4107,DEU,NOR,2012,104.0
4108,DEU,NOR,2013,124.0
4109,DEU,NOR,2014,139.0
4110,DEU,NOR,2015,125.0
4111,DEU,NOR,2016,186.0
4112,DEU,NOR,2017,245.0
4113,DEU,NOR,2018,84.0
4114,DEU,NOR,2019,101.0
4115,DEU,NOR,2020,86.0
4116,DEU,FIN,2000,10.0
4117,DEU,FIN,2001,16.0
4118,DEU,FIN,2002,13.0
4119,DEU,FIN,2003,17.0
4120,DEU,FIN,2004,51.0
4121,DEU,FIN,2005,29.0
4122,DEU,FIN,2006,28.0
4123,DEU,FIN,2007,32.0
4124,DEU,FIN,2008,50.0
4125,DEU,FIN,2009,15.0
4126,DEU,FIN,2010,21.0
4127,DEU,FIN,2011,35.0
4128,DEU,FIN,2012,53.0
4129,DEU,FIN,2013,34.0
4130,DEU,FIN,2014,37.0
4131,DEU,FIN,2015,38.0
4132,DEU,FIN,2016,46.0
4133,DEU,FIN,2017,62.0
4134,DEU,FIN,2018,45.0
4135,DEU,FIN,2019,58.0
4136,DEU,FIN,2020,35.0
4137,DEU,IRL,2000,17.0
4138,DEU,IRL,2001,17.0
4139,DEU,IRL,2002,17.0
4140,DEU,IRL,2003,17.0
4141,DEU,IRL,2004,17.0
4142,DEU,IRL,2005,17.0
4143,DEU,IRL,2006,36.0
4144,DEU,IRL,2007,14.0
4145,DEU,IRL,2008,7.0
4146,DEU,IRL,2009,9.0
4147,DEU,IRL,2010,17.0
4148,DEU,IRL,2011,20.0
4149,DEU,IRL,2012,18.0
4150,DEU,IRL,2013,11.0
4151,DEU,IRL,2014,26.0
4152,DEU,IRL,2015,34.0
4153,DEU,IRL,2016,27.0
4154,DEU,IRL,2017,26.0
4155,DEU,IRL,2018,42.0
4156,DEU,IRL,2019,26.0
4157,DEU,IRL,2020,15.0
4158,DEU,SWE,2000,154.0
4159,DEU,SWE,2001,198.0
4160,DEU,SWE,2002,243.0
4161,DEU,SWE,2003,209.0
4162,DEU,SWE,2004,229.0
4163,DEU,SWE,2005,290.0
4164,DEU,SWE,2006,450.0
4165,DEU,SWE,2007,376.0
4166,DEU,SWE,2008,597.0
4167,DEU,SWE,2009,681.0
4168,DEU,SWE,2010,912.0
4169,DEU,SWE,2011,770.0
4170,DEU,SWE,2012,654.0
4171,DEU,SWE,2013,837.0
4172,DEU,SWE,2014,920.0
4173,DEU,SWE,2015,918.0
4174,DEU,SWE,2016,858.0
4175,DEU,SWE,2017,854.0
4176,DEU,SWE,2018,893.0
4177,DEU,SWE,2019,694.0
4178,DEU,SWE,2020,1419.0
4179,DEU,ESP,2000,30.0
4180,DEU,ESP,2001,30.0
4181,DEU,ESP,2002,31.0
4182,DEU,ESP,2003,36.0
4183,DEU,ESP,2004,37.0
4184,DEU,ESP,2005,23.0
4185,DEU,ESP,2006,25.0
4186,DEU,ESP,2007,39.0
4187,DEU,ESP,2008,27.5
4188,DEU,ESP,2009,16.0
4189,DEU,ESP,2010,49.0
4190,DEU,ESP,2011,71.0
4191,DEU,ESP,2012,64.0
4192,DEU,ESP,2013,62.0
4193,DEU,ESP,2014,72.0
4194,DEU,ESP,2015,36.0
4195,DEU,ESP,2016,35.0
4196,DEU,ESP,2017,35.0
4197,DEU,ESP,2018,46.0
4198,DEU,ESP,2019,49.0
4199,DEU,ESP,2020,51.0
4200,DEU,DNK,2000,240.0
4201,DEU,DNK,2001,129.0
4202,DEU,DNK,2002,174.0
4203,DEU,DNK,2003,82.0
4204,DEU,DNK,2004,178.0
4205,DEU,DNK,2005,144.0
4206,DEU,DNK,2006,99.0
4207,DEU,DNK,2007,65.0
4208,DEU,DNK,2008,51.0
4209,DEU,DNK,2009,84.0
4210,DEU,DNK,2010,81.0
4211,DEU,DNK,2011,55.0
4212,DEU,DNK,2012,80.0
4213,DEU,DNK,2013,41.0
4214,DEU,DNK,2014,27.0
4215,DEU,DNK,2015,38.0
4216,DEU,DNK,2016,110.0
4217,DEU,DNK,2017,248.0
4218,DEU,DNK,2018,168.0
4219,DEU,DNK,2019,129.0
4220,DEU,DNK,2020,375.0
4221,DEU,CAN,2000,787.0
4222,DEU,CAN,2001,729.0
4223,DEU,CAN,2002,875.0
4224,DEU,CAN,2003,1175.0
4225,DEU,CAN,2004,1265.0
4226,DEU,CAN,2005,1192.0
4227,DEU,CAN,2006,1185.0
4228,DEU,CAN,2007,957.0
4229,DEU,CAN,2008,1018.0
4230,DEU,CAN,2009,896.0
4231,DEU,CAN,2010,881.0
4232,DEU,CAN,2011,1168.0
4233,DEU,CAN,2012,834.0
4234,DEU,CAN,2013,874.0
4235,DEU,CAN,2014,1458.0
4236,DEU,CAN,2015,1475.0
4237,DEU,CAN,2016,1233.0
4238,DEU,CAN,2017,885.0
4239,DEU,CAN,2018,903.0
4240,DEU,CAN,2019,1159.0
4241,DEU,CAN,2020,443.0
4242,DEU,ISL,2000,6.0
4243,DEU,ISL,2001,3.0
4244,DEU,ISL,2002,4.0
4245,DEU,ISL,2003,5.0
4246,DEU,ISL,2004,5.0
4247,DEU,ISL,2005,8.0
4248,DEU,ISL,2006,7.0
4249,DEU,ISL,2007,9.0
4250,DEU,ISL,2008,7.0
4251,DEU,ISL,2009,4.0
4252,DEU,ISL,2010,5.0
4253,DEU,ISL,2011,1.0
4254,DEU,ISL,2012,4.0
4255,DEU,ISL,2013,4.0
4256,DEU,ISL,2014,12.0
4257,DEU,ISL,2015,1.0
4258,DEU,ISL,2016,2.0
4259,DEU,ISL,2017,3.0
4260,DEU,ISL,2018,3.0
4261,DEU,ISL,2019,6.0
4262,DEU,ISL,2020,4.0
4263,DEU,AUT,2000,102.0
4264,DEU,AUT,2001,106.0
4265,DEU,AUT,2002,85.0
4266,DEU,AUT,2003,106.0
4267,DEU,AUT,2004,135.0
4268,DEU,AUT,2005,135.0
4269,DEU,AUT,2006,122.0
4270,DEU,AUT,2007,113.0
4271,DEU,AUT,2008,67.0
4272,DEU,AUT,2009,174.0
4273,DEU,AUT,2010,132.0
4274,DEU,AUT,2011,117.0
4275,DEU,AUT,2012,110.0
4276,DEU,AUT,2013,127.0
4277,DEU,AUT,2014,187.0
4278,DEU,AUT,2015,148.0
4279,DEU,AUT,2016,182.0
4280,DEU,AUT,2017,234.0
4281,DEU,AUT,2018,265.0
4282,DEU,AUT,2019,239.0
4283,DEU,AUT,2020,227.0
4284,DEU,AUS,2000,319.0
4285,DEU,AUS,2001,386.0
4286,DEU,AUS,2002,430.0
4287,DEU,AUS,2003,385.0
4288,DEU,AUS,2004,437.0
4289,DEU,AUS,2005,564.0
4290,DEU,AUS,2006,632.0
4291,DEU,AUS,2007,909.0
4292,DEU,AUS,2008,836.0
4293,DEU,AUS,2009,735.0
4294,DEU,AUS,2010,851.0
4295,DEU,AUS,2011,939.0
4296,DEU,AUS,2012,843.0
4297,DEU,AUS,2013,900.0
4298,DEU,AUS,2014,1267.0
4299,DEU,AUS,2015,1064.0
4300,DEU,AUS,2016,1179.0
4301,DEU,AUS,2017,1123.0
4302,DEU,AUS,2018,808.0
4303,DEU,AUS,2019,730.0
4304,DEU,AUS,2020,1298.0
4305,DEU,NLD,2000,508.0
4306,DEU,NLD,2001,573.0
4307,DEU,NLD,2002,608.0
4308,DEU,NLD,2003,445.0
4309,DEU,NLD,2004,297.0
4310,DEU,NLD,2005,349.0
4311,DEU,NLD,2006,447.0
4312,DEU,NLD,2007,461.0
4313,DEU,NLD,2008,353.0
4314,DEU,NLD,2009,387.0
4315,DEU,NLD,2010,414.0
4316,DEU,NLD,2011,410.0
4317,DEU,NLD,2012,406.0
4318,DEU,NLD,2013,243.0
4319,DEU,NLD,2014,234.0
4320,DEU,NLD,2015,212.0
4321,DEU,NLD,2016,285.0
4322,DEU,NLD,2017,374.0
4323,DEU,NLD,2018,299.0
4324,DEU,NLD,2019,329.0
4325,DEU,NLD,2020,355.0
4326,DEU,LVA,2000,0.0
4327,DEU,LVA,2001,0.0
4328,DEU,LVA,2002,0.0
4329,DEU,LVA,2003,0.0
4330,DEU,LVA,2004,0.0
4331,DEU,LVA,2005,0.0
4332,DEU,LVA,2006,0.0
4333,DEU,LVA,2007,0.0
4334,DEU,LVA,2008,0.0
4335,DEU,LVA,2009,0.0
4336,DEU,LVA,2010,0.0
4337,DEU,LVA,2011,0.5
4338,DEU,LVA,2012,1.0
4339,DEU,LVA,2013,2.0
4340,DEU,LVA,2014,11.0
4341,DEU,LVA,2015,6.0
4342,DEU,LVA,2016,18.0
4343,DEU,LVA,2017,1.0
4344,DEU,LVA,2018,1.0
4345,DEU,LVA,2019,1.0
4346,DEU,LVA,2020,3.0
4347,DEU,NZL,2000,109.0
4348,DEU,NZL,2001,94.0
4349,DEU,NZL,2002,62.0
4350,DEU,NZL,2003,90.0
4351,DEU,NZL,2004,96.0
4352,DEU,NZL,2005,63.0
4353,DEU,NZL,2006,105.0
4354,DEU,NZL,2007,118.0
4355,DEU,NZL,2008,91.0
4356,DEU,NZL,2009,88.0
4357,DEU,NZL,2010,119.0
4358,DEU,NZL,2011,138.0
4359,DEU,NZL,2012,133.0
4360,DEU,NZL,2013,185.0
4361,DEU,NZL,2014,188.0
4362,DEU,NZL,2015,191.0
4363,DEU,NZL,2016,234.0
4364,DEU,NZL,2017,301.0
4365,DEU,NZL,2018,238.0
