country,year,feature,value
PAN,2018,hdi,0.814
PAN,2019,hdi,0.817
PAN,2020,hdi,0.801
PER,2010,hdi,0.725
PER,2011,hdi,0.732
PER,2012,hdi,0.742
PER,2013,hdi,0.75
PER,2014,hdi,0.755
PER,2015,hdi,0.759
PER,2016,hdi,0.765
PER,2017,hdi,0.77
PER,2018,hdi,0.776
PER,2019,hdi,0.78
PER,2010,hdi,0.725
PER,2011,hdi,0.732
PER,2012,hdi,0.742
PER,2013,hdi,0.75
PER,2014,hdi,0.755
PER,2015,hdi,0.759
PER,2016,hdi,0.765
PER,2017,hdi,0.77
PER,2018,hdi,0.776
PER,2019,hdi,0.78
PER,2020,hdi,0.762
PHL,2010,hdi,0.674
PHL,2011,hdi,0.679
PHL,2012,hdi,0.685
PHL,2013,hdi,0.692
PHL,2014,hdi,0.696
PHL,2015,hdi,0.698
PHL,2016,hdi,0.7
PHL,2017,hdi,0.704
PHL,2018,hdi,0.71
PHL,2019,hdi,0.718
PHL,2010,hdi,0.674
PHL,2011,hdi,0.679
PHL,2012,hdi,0.685
PHL,2013,hdi,0.692
PHL,2014,hdi,0.696
PHL,2015,hdi,0.698
PHL,2016,hdi,0.7
PHL,2017,hdi,0.704
PHL,2018,hdi,0.71
PHL,2019,hdi,0.718
PHL,2020,hdi,0.71
PLW,2010,hdi,0.773
PLW,2011,hdi,0.776
PLW,2012,hdi,0.776
PLW,2013,hdi,0.779
PLW,2014,hdi,0.779
PLW,2015,hdi,0.78
PLW,2016,hdi,0.778
PLW,2017,hdi,0.775
PLW,2018,hdi,0.778
PLW,2019,hdi,0.776
PLW,2010,hdi,0.773
PLW,2011,hdi,0.776
PLW,2012,hdi,0.776
PLW,2013,hdi,0.779
PLW,2014,hdi,0.779
PLW,2015,hdi,0.78
PLW,2016,hdi,0.778
PLW,2017,hdi,0.775
PLW,2018,hdi,0.778
PLW,2019,hdi,0.776
PLW,2020,hdi,0.773
PNG,2010,hdi,0.499
PNG,2011,hdi,0.504
PNG,2012,hdi,0.513
PNG,2013,hdi,0.518
PNG,2014,hdi,0.533
PNG,2015,hdi,0.541
PNG,2016,hdi,0.547
PNG,2017,hdi,0.552
PNG,2018,hdi,0.554
PNG,2019,hdi,0.56
PNG,2010,hdi,0.499
PNG,2011,hdi,0.504
PNG,2012,hdi,0.513
PNG,2013,hdi,0.518
PNG,2014,hdi,0.533
PNG,2015,hdi,0.541
PNG,2016,hdi,0.547
PNG,2017,hdi,0.552
PNG,2018,hdi,0.554
PNG,2019,hdi,0.56
PNG,2020,hdi,0.56
POL,2010,hdi,0.841
POL,2011,hdi,0.847
POL,2012,hdi,0.852
POL,2013,hdi,0.863
POL,2014,hdi,0.865
POL,2015,hdi,0.868
POL,2016,hdi,0.872
POL,2017,hdi,0.875
POL,2018,hdi,0.877
POL,2019,hdi,0.881
POL,2010,hdi,0.841
POL,2011,hdi,0.847
POL,2012,hdi,0.852
POL,2013,hdi,0.863
POL,2014,hdi,0.865
POL,2015,hdi,0.868
POL,2016,hdi,0.872
POL,2017,hdi,0.875
POL,2018,hdi,0.877
POL,2019,hdi,0.881
POL,2020,hdi,0.876
PRT,2010,hdi,0.829
PRT,2011,hdi,0.835
PRT,2012,hdi,0.836
PRT,2013,hdi,0.845
PRT,2014,hdi,0.848
PRT,2015,hdi,0.85
PRT,2016,hdi,0.853
PRT,2017,hdi,0.859
PRT,2018,hdi,0.86
PRT,2019,hdi,0.867
PRT,2010,hdi,0.829
PRT,2011,hdi,0.835
PRT,2012,hdi,0.836
PRT,2013,hdi,0.845
PRT,2014,hdi,0.848
PRT,2015,hdi,0.85
PRT,2016,hdi,0.853
PRT,2017,hdi,0.859
PRT,2018,hdi,0.86
PRT,2019,hdi,0.867
PRT,2020,hdi,0.863
PRY,2010,hdi,0.685
PRY,2011,hdi,0.696
PRY,2012,hdi,0.702
PRY,2013,hdi,0.715
PRY,2014,hdi,0.716
PRY,2015,hdi,0.723
PRY,2016,hdi,0.721
PRY,2017,hdi,0.724
PRY,2018,hdi,0.727
PRY,2019,hdi,0.732
PRY,2010,hdi,0.685
PRY,2011,hdi,0.696
PRY,2012,hdi,0.702
PRY,2013,hdi,0.715
PRY,2014,hdi,0.716
PRY,2015,hdi,0.723
PRY,2016,hdi,0.721
PRY,2017,hdi,0.724
PRY,2018,hdi,0.727
PRY,2019,hdi,0.732
PRY,2020,hdi,0.73
PSE,2010,hdi,0.687
PSE,2011,hdi,0.694
PSE,2012,hdi,0.701
PSE,2013,hdi,0.703
PSE,2014,hdi,0.698
PSE,2015,hdi,0.71
PSE,2016,hdi,0.715
PSE,2017,hdi,0.719
PSE,2018,hdi,0.723
PSE,2019,hdi,0.727
PSE,2010,hdi,0.687
PSE,2011,hdi,0.694
PSE,2012,hdi,0.701
PSE,2013,hdi,0.703
PSE,2014,hdi,0.698
PSE,2015,hdi,0.71
PSE,2016,hdi,0.715
PSE,2017,hdi,0.719
PSE,2018,hdi,0.723
PSE,2019,hdi,0.727
PSE,2020,hdi,0.716
QAT,2010,hdi,0.834
QAT,2011,hdi,0.844
QAT,2012,hdi,0.829
QAT,2013,hdi,0.834
QAT,2014,hdi,0.839
QAT,2015,hdi,0.846
QAT,2016,hdi,0.85
QAT,2017,hdi,0.849
QAT,2018,hdi,0.853
QAT,2019,hdi,0.859
QAT,2010,hdi,0.834
QAT,2011,hdi,0.844
QAT,2012,hdi,0.829
QAT,2013,hdi,0.834
QAT,2014,hdi,0.839
QAT,2015,hdi,0.846
QAT,2016,hdi,0.85
QAT,2017,hdi,0.849
QAT,2018,hdi,0.853
QAT,2019,hdi,0.859
QAT,2020,hdi,0.854
ROU,2010,hdi,0.807
ROU,2011,hdi,0.808
ROU,2012,hdi,0.805
ROU,2013,hdi,0.81
ROU,2014,hdi,0.811
ROU,2015,hdi,0.813
ROU,2016,hdi,0.816
ROU,2017,hdi,0.823
ROU,2018,hdi,0.827
ROU,2019,hdi,0.832
ROU,2010,hdi,0.807
ROU,2011,hdi,0.808
ROU,2012,hdi,0.805
ROU,2013,hdi,0.81
ROU,2014,hdi,0.811
ROU,2015,hdi,0.813
ROU,2016,hdi,0.816
ROU,2017,hdi,0.823
ROU,2018,hdi,0.827
ROU,2019,hdi,0.832
ROU,2020,hdi,0.824
RUS,2010,hdi,0.796
RUS,2011,hdi,0.808
RUS,2012,hdi,0.811
RUS,2013,hdi,0.817
RUS,2014,hdi,0.818
RUS,2015,hdi,0.824
RUS,2016,hdi,0.828
RUS,2017,hdi,0.833
RUS,2018,hdi,0.841
RUS,2019,hdi,0.845
RUS,2010,hdi,0.796
RUS,2011,hdi,0.808
RUS,2012,hdi,0.811
RUS,2013,hdi,0.817
RUS,2014,hdi,0.818
RUS,2015,hdi,0.824
RUS,2016,hdi,0.828
RUS,2017,hdi,0.833
RUS,2018,hdi,0.841
RUS,2019,hdi,0.845
RUS,2020,hdi,0.83
RWA,2010,hdi,0.489
RWA,2011,hdi,0.497
RWA,2012,hdi,0.506
RWA,2013,hdi,0.508
RWA,2014,hdi,0.513
RWA,2015,hdi,0.515
RWA,2016,hdi,0.524
RWA,2017,hdi,0.526
RWA,2018,hdi,0.528
RWA,2019,hdi,0.534
RWA,2010,hdi,0.489
RWA,2011,hdi,0.497
RWA,2012,hdi,0.506
RWA,2013,hdi,0.508
RWA,2014,hdi,0.513
RWA,2015,hdi,0.515
RWA,2016,hdi,0.524
RWA,2017,hdi,0.526
RWA,2018,hdi,0.528
RWA,2019,hdi,0.534
RWA,2020,hdi,0.532
SAU,2010,hdi,0.816
SAU,2011,hdi,0.828
SAU,2012,hdi,0.837
SAU,2013,hdi,0.845
SAU,2014,hdi,0.852
SAU,2015,hdi,0.859
SAU,2016,hdi,0.864
SAU,2017,hdi,0.86
SAU,2018,hdi,0.865
SAU,2019,hdi,0.873
SAU,2010,hdi,0.816
SAU,2011,hdi,0.828
SAU,2012,hdi,0.837
SAU,2013,hdi,0.845
SAU,2014,hdi,0.852
SAU,2015,hdi,0.859
SAU,2016,hdi,0.864
SAU,2017,hdi,0.86
SAU,2018,hdi,0.865
SAU,2019,hdi,0.873
SAU,2020,hdi,0.87
SDN,2010,hdi,0.486
SDN,2011,hdi,0.487
SDN,2012,hdi,0.493
SDN,2013,hdi,0.497
SDN,2014,hdi,0.504
SDN,2015,hdi,0.508
SDN,2016,hdi,0.511
SDN,2017,hdi,0.514
SDN,2018,hdi,0.514
SDN,2019,hdi,0.514
SDN,2010,hdi,0.486
SDN,2011,hdi,0.487
SDN,2012,hdi,0.493
SDN,2013,hdi,0.497
SDN,2014,hdi,0.504
SDN,2015,hdi,0.508
SDN,2016,hdi,0.511
SDN,2017,hdi,0.514
SDN,2018,hdi,0.514
SDN,2019,hdi,0.514
SDN,2020,hdi,0.51
SEN,2010,hdi,0.468
SEN,2011,hdi,0.482
SEN,2012,hdi,0.49
SEN,2013,hdi,0.496
SEN,2014,hdi,0.502
SEN,2015,hdi,0.505
SEN,2016,hdi,0.507
SEN,2017,hdi,0.509
SEN,2018,hdi,0.512
SEN,2019,hdi,0.513
SEN,2010,hdi,0.468
SEN,2011,hdi,0.482
SEN,2012,hdi,0.49
SEN,2013,hdi,0.496
SEN,2014,hdi,0.502
SEN,2015,hdi,0.505
SEN,2016,hdi,0.507
SEN,2017,hdi,0.509
SEN,2018,hdi,0.512
SEN,2019,hdi,0.513
SEN,2020,hdi,0.513
SGP,2010,hdi,0.91
SGP,2011,hdi,0.915
SGP,2012,hdi,0.92
SGP,2013,hdi,0.923
SGP,2014,hdi,0.928
SGP,2015,hdi,0.93
SGP,2016,hdi,0.934
SGP,2017,hdi,0.935
SGP,2018,hdi,0.94
SGP,2019,hdi,0.943
SGP,2010,hdi,0.91
SGP,2011,hdi,0.915
SGP,2012,hdi,0.92
SGP,2013,hdi,0.923
SGP,2014,hdi,0.928
SGP,2015,hdi,0.93
SGP,2016,hdi,0.934
SGP,2017,hdi,0.935
SGP,2018,hdi,0.94
SGP,2019,hdi,0.943
SGP,2020,hdi,0.939
SLB,2010,hdi,0.55
SLB,2011,hdi,0.553
SLB,2012,hdi,0.554
SLB,2013,hdi,0.559
SLB,2014,hdi,0.558
SLB,2015,hdi,0.559
SLB,2016,hdi,0.56
SLB,2017,hdi,0.564
SLB,2018,hdi,0.566
SLB,2019,hdi,0.567
SLB,2010,hdi,0.55
SLB,2011,hdi,0.553
SLB,2012,hdi,0.554
SLB,2013,hdi,0.559
SLB,2014,hdi,0.558
SLB,2015,hdi,0.559
SLB,2016,hdi,0.56
SLB,2017,hdi,0.564
SLB,2018,hdi,0.566
SLB,2019,hdi,0.567
SLB,2020,hdi,0.565
SLE,2010,hdi,0.427
SLE,2011,hdi,0.433
SLE,2012,hdi,0.447
SLE,2013,hdi,0.459
SLE,2014,hdi,0.461
SLE,2015,hdi,0.453
SLE,2016,hdi,0.457
SLE,2017,hdi,0.466
SLE,2018,hdi,0.47
SLE,2019,hdi,0.48
SLE,2010,hdi,0.427
SLE,2011,hdi,0.433
SLE,2012,hdi,0.447
SLE,2013,hdi,0.459
SLE,2014,hdi,0.461
SLE,2015,hdi,0.453
SLE,2016,hdi,0.457
SLE,2017,hdi,0.466
SLE,2018,hdi,0.47
SLE,2019,hdi,0.48
SLE,2020,hdi,0.475
SLV,2010,hdi,0.659
SLV,2011,hdi,0.661
SLV,2012,hdi,0.664
SLV,2013,hdi,0.667
SLV,2014,hdi,0.666
SLV,2015,hdi,0.668
SLV,2016,hdi,0.671
SLV,2017,hdi,0.674
SLV,2018,hdi,0.68
SLV,2019,hdi,0.683
SLV,2010,hdi,0.659
SLV,2011,hdi,0.661
SLV,2012,hdi,0.664
SLV,2013,hdi,0.667
SLV,2014,hdi,0.666
SLV,2015,hdi,0.668
SLV,2016,hdi,0.671
SLV,2017,hdi,0.674
SLV,2018,hdi,0.68
SLV,2019,hdi,0.683
SLV,2020,hdi,0.672
SMR,2018,hdi,0.86
SMR,2019,hdi,0.862
SMR,2018,hdi,0.86
SMR,2019,hdi,0.862
SMR,2020,hdi,0.845
SRB,2010,hdi,0.767
SRB,2011,hdi,0.777
SRB,2012,hdi,0.78
SRB,2013,hdi,0.785
SRB,2014,hdi,0.788
SRB,2015,hdi,0.794
SRB,2016,hdi,0.8
SRB,2017,hdi,0.802
SRB,2018,hdi,0.808
SRB,2019,hdi,0.811
SRB,2010,hdi,0.767
SRB,2011,hdi,0.777
SRB,2012,hdi,0.78
SRB,2013,hdi,0.785
SRB,2014,hdi,0.788
SRB,2015,hdi,0.794
SRB,2016,hdi,0.8
SRB,2017,hdi,0.802
SRB,2018,hdi,0.808
SRB,2019,hdi,0.811
SRB,2020,hdi,0.804
SSD,2010,hdi,0.43
SSD,2011,hdi,0.433
SSD,2012,hdi,0.397
SSD,2013,hdi,0.411
SSD,2014,hdi,0.41
SSD,2015,hdi,0.412
SSD,2016,hdi,0.402
SSD,2017,hdi,0.395
SSD,2018,hdi,0.395
SSD,2019,hdi,0.393
SSD,2010,hdi,0.43
SSD,2011,hdi,0.433
SSD,2012,hdi,0.397
SSD,2013,hdi,0.411
SSD,2014,hdi,0.41
SSD,2015,hdi,0.412
SSD,2016,hdi,0.402
SSD,2017,hdi,0.395
SSD,2018,hdi,0.395
SSD,2019,hdi,0.393
SSD,2020,hdi,0.386
STP,2010,hdi,0.554
STP,2011,hdi,0.556
STP,2012,hdi,0.562
STP,2013,hdi,0.573
STP,2014,hdi,0.584
STP,2015,hdi,0.596
STP,2016,hdi,0.603
STP,2017,hdi,0.612
STP,2018,hdi,0.617
STP,2019,hdi,0.622
STP,2010,hdi,0.554
STP,2011,hdi,0.556
STP,2012,hdi,0.562
STP,2013,hdi,0.573
STP,2014,hdi,0.584
STP,2015,hdi,0.596
STP,2016,hdi,0.603
STP,2017,hdi,0.612
STP,2018,hdi,0.617
STP,2019,hdi,0.622
STP,2020,hdi,0.619
SUR,2010,hdi,0.723
SUR,2011,hdi,0.728
SUR,2012,hdi,0.731
SUR,2013,hdi,0.734
SUR,2014,hdi,0.736
SUR,2015,hdi,0.744
SUR,2016,hdi,0.747
SUR,2017,hdi,0.75
SUR,2018,hdi,0.755
SUR,2019,hdi,0.755
SUR,2010,hdi,0.723
SUR,2011,hdi,0.728
SUR,2012,hdi,0.731
SUR,2013,hdi,0.734
SUR,2014,hdi,0.736
SUR,2015,hdi,0.744
SUR,2016,hdi,0.747
SUR,2017,hdi,0.75
SUR,2018,hdi,0.755
SUR,2019,hdi,0.755
SUR,2020,hdi,0.743
SVK,2010,hdi,0.84
SVK,2011,hdi,0.844
SVK,2012,hdi,0.845
SVK,2013,hdi,0.848
SVK,2014,hdi,0.849
SVK,2015,hdi,0.851
SVK,2016,hdi,0.854
SVK,2017,hdi,0.856
SVK,2018,hdi,0.859
SVK,2019,hdi,0.862
SVK,2010,hdi,0.84
SVK,2011,hdi,0.844
SVK,2012,hdi,0.845
SVK,2013,hdi,0.848
SVK,2014,hdi,0.849
SVK,2015,hdi,0.851
SVK,2016,hdi,0.854
SVK,2017,hdi,0.856
SVK,2018,hdi,0.859
SVK,2019,hdi,0.862
SVK,2020,hdi,0.857
SVN,2010,hdi,0.89
SVN,2011,hdi,0.892
SVN,2012,hdi,0.891
SVN,2013,hdi,0.9
SVN,2014,hdi,0.902
SVN,2015,hdi,0.903
SVN,2016,hdi,0.91
SVN,2017,hdi,0.913
SVN,2018,hdi,0.917
SVN,2019,hdi,0.921
SVN,2010,hdi,0.89
SVN,2011,hdi,0.892
SVN,2012,hdi,0.891
SVN,2013,hdi,0.9
SVN,2014,hdi,0.902
SVN,2015,hdi,0.903
SVN,2016,hdi,0.91
SVN,2017,hdi,0.913
SVN,2018,hdi,0.917
SVN,2019,hdi,0.921
SVN,2020,hdi,0.913
SWE,2010,hdi,0.91
SWE,2011,hdi,0.911
SWE,2012,hdi,0.911
SWE,2013,hdi,0.932
SWE,2014,hdi,0.935
SWE,2015,hdi,0.937
SWE,2016,hdi,0.939
SWE,2017,hdi,0.941
SWE,2018,hdi,0.942
SWE,2019,hdi,0.947
SWE,2010,hdi,0.91
SWE,2011,hdi,0.911
SWE,2012,hdi,0.911
SWE,2013,hdi,0.932
SWE,2014,hdi,0.935
SWE,2015,hdi,0.937
SWE,2016,hdi,0.939
SWE,2017,hdi,0.941
SWE,2018,hdi,0.942
SWE,2019,hdi,0.947
SWE,2020,hdi,0.942
SWZ,2010,hdi,0.503
SWZ,2011,hdi,0.517
SWZ,2012,hdi,0.531
SWZ,2013,hdi,0.546
SWZ,2014,hdi,0.559
SWZ,2015,hdi,0.575
SWZ,2016,hdi,0.586
SWZ,2017,hdi,0.596
SWZ,2018,hdi,0.607
SWZ,2019,hdi,0.615
SWZ,2010,hdi,0.503
SWZ,2011,hdi,0.517
SWZ,2012,hdi,0.531
SWZ,2013,hdi,0.546
SWZ,2014,hdi,0.559
SWZ,2015,hdi,0.575
SWZ,2016,hdi,0.586
SWZ,2017,hdi,0.596
SWZ,2018,hdi,0.607
SWZ,2019,hdi,0.615
SWZ,2020,hdi,0.61
SYC,2010,hdi,0.776
SYC,2011,hdi,0.766
SYC,2012,hdi,0.786
SYC,2013,hdi,0.787
SYC,2014,hdi,0.796
SYC,2015,hdi,0.796
SYC,2016,hdi,0.796
SYC,2017,hdi,0.796
SYC,2018,hdi,0.8
SYC,2019,hdi,0.802
SYC,2010,hdi,0.776
SYC,2011,hdi,0.766
SYC,2012,hdi,0.786
SYC,2013,hdi,0.787
SYC,2014,hdi,0.796
SYC,2015,hdi,0.796
SYC,2016,hdi,0.796
SYC,2017,hdi,0.796
SYC,2018,hdi,0.8
SYC,2019,hdi,0.802
SYC,2020,hdi,0.793
SYR,2010,hdi,0.66
SYR,2011,hdi,0.691
SYR,2012,hdi,0.65
SYR,2013,hdi,0.573
SYR,2014,hdi,0.553
SYR,2015,hdi,0.556
SYR,2016,hdi,0.56
SYR,2017,hdi,0.572
SYR,2018,hdi,0.58
SYR,2019,hdi,0.584
SYR,2010,hdi,0.66
SYR,2011,hdi,0.691
SYR,2012,hdi,0.65
SYR,2013,hdi,0.573
SYR,2014,hdi,0.553
SYR,2015,hdi,0.556
SYR,2016,hdi,0.56
SYR,2017,hdi,0.572
SYR,2018,hdi,0.58
SYR,2019,hdi,0.584
SYR,2020,hdi,0.577
TCD,2010,hdi,0.362
TCD,2011,hdi,0.372
TCD,2012,hdi,0.381
TCD,2013,hdi,0.386
TCD,2014,hdi,0.393
TCD,2015,hdi,0.389
TCD,2016,hdi,0.391
TCD,2017,hdi,0.393
TCD,2018,hdi,0.398
TCD,2019,hdi,0.403
TCD,2010,hdi,0.362
TCD,2011,hdi,0.372
TCD,2012,hdi,0.381
TCD,2013,hdi,0.386
TCD,2014,hdi,0.393
TCD,2015,hdi,0.389
TCD,2016,hdi,0.391
TCD,2017,hdi,0.393
TCD,2018,hdi,0.398
TCD,2019,hdi,0.403
TCD,2020,hdi,0.397
TGO,2010,hdi,0.477
TGO,2011,hdi,0.487
TGO,2012,hdi,0.491
TGO,2013,hdi,0.499
TGO,2014,hdi,0.505
TGO,2015,hdi,0.514
TGO,2016,hdi,0.518
TGO,2017,hdi,0.524
TGO,2018,hdi,0.528
TGO,2019,hdi,0.535
TGO,2010,hdi,0.477
TGO,2011,hdi,0.487
TGO,2012,hdi,0.491
TGO,2013,hdi,0.499
TGO,2014,hdi,0.505
TGO,2015,hdi,0.514
TGO,2016,hdi,0.518
TGO,2017,hdi,0.524
TGO,2018,hdi,0.528
TGO,2019,hdi,0.535
TGO,2020,hdi,0.535
THA,2010,hdi,0.737
THA,2011,hdi,0.743
THA,2012,hdi,0.746
THA,2013,hdi,0.747
THA,2014,hdi,0.778
THA,2015,hdi,0.781
THA,2016,hdi,0.785
THA,2017,hdi,0.79
THA,2018,hdi,0.795
THA,2019,hdi,0.804
THA,2010,hdi,0.737
THA,2011,hdi,0.743
THA,2012,hdi,0.746
THA,2013,hdi,0.747
THA,2014,hdi,0.778
THA,2015,hdi,0.781
THA,2016,hdi,0.785
THA,2017,hdi,0.79
THA,2018,hdi,0.795
THA,2019,hdi,0.804
THA,2020,hdi,0.802
TJK,2010,hdi,0.636
TJK,2011,hdi,0.635
TJK,2012,hdi,0.643
TJK,2013,hdi,0.656
TJK,2014,hdi,0.656
TJK,2015,hdi,0.657
TJK,2016,hdi,0.66
TJK,2017,hdi,0.665
TJK,2018,hdi,0.671
TJK,2019,hdi,0.676
TJK,2010,hdi,0.636
TJK,2011,hdi,0.635
TJK,2012,hdi,0.643
TJK,2013,hdi,0.656
TJK,2014,hdi,0.656
TJK,2015,hdi,0.657
TJK,2016,hdi,0.66
TJK,2017,hdi,0.665
TJK,2018,hdi,0.671
TJK,2019,hdi,0.676
TJK,2020,hdi,0.664
TKM,2010,hdi,0.711
TKM,2011,hdi,0.72
TKM,2012,hdi,0.727
TKM,2013,hdi,0.73
TKM,2014,hdi,0.734
TKM,2015,hdi,0.74
TKM,2016,hdi,0.742
TKM,2017,hdi,0.741
TKM,2018,hdi,0.746
TKM,2019,hdi,0.742
TKM,2010,hdi,0.711
TKM,2011,hdi,0.72
TKM,2012,hdi,0.727
TKM,2013,hdi,0.73
TKM,2014,hdi,0.734
TKM,2015,hdi,0.74
TKM,2016,hdi,0.742
TKM,2017,hdi,0.741
TKM,2018,hdi,0.746
TKM,2019,hdi,0.742
TKM,2020,hdi,0.741
TLS,2010,hdi,0.619
TLS,2011,hdi,0.638
TLS,2012,hdi,0.635
TLS,2013,hdi,0.63
TLS,2014,hdi,0.622
TLS,2015,hdi,0.614
TLS,2016,hdi,0.604
TLS,2017,hdi,0.606
TLS,2018,hdi,0.605
TLS,2019,hdi,0.614
TLS,2010,hdi,0.619
TLS,2011,hdi,0.638
TLS,2012,hdi,0.635
TLS,2013,hdi,0.63
TLS,2014,hdi,0.622
TLS,2015,hdi,0.614
TLS,2016,hdi,0.604
TLS,2017,hdi,0.606
TLS,2018,hdi,0.605
TLS,2019,hdi,0.614
TLS,2020,hdi,0.614
TON,2010,hdi,0.713
TON,2011,hdi,0.72
TON,2012,hdi,0.723
TON,2013,hdi,0.725
TON,2014,hdi,0.727
TON,2015,hdi,0.73
TON,2016,hdi,0.735
TON,2017,hdi,0.74
TON,2018,hdi,0.742
TON,2019,hdi,0.744
TON,2010,hdi,0.713
TON,2011,hdi,0.72
TON,2012,hdi,0.723
TON,2013,hdi,0.725
TON,2014,hdi,0.727
TON,2015,hdi,0.73
TON,2016,hdi,0.735
TON,2017,hdi,0.74
TON,2018,hdi,0.742
TON,2019,hdi,0.744
TON,2020,hdi,0.745
TTO,2010,hdi,0.79
TTO,2011,hdi,0.794
TTO,2012,hdi,0.8
TTO,2013,hdi,0.806
TTO,2014,hdi,0.809
TTO,2015,hdi,0.816
TTO,2016,hdi,0.815
TTO,2017,hdi,0.817
TTO,2018,hdi,0.815
TTO,2019,hdi,0.821
TTO,2010,hdi,0.79
TTO,2011,hdi,0.794
TTO,2012,hdi,0.8
TTO,2013,hdi,0.806
TTO,2014,hdi,0.809
TTO,2015,hdi,0.816
TTO,2016,hdi,0.815
TTO,2017,hdi,0.817
TTO,2018,hdi,0.815
TTO,2019,hdi,0.821
TTO,2020,hdi,0.818
TUN,2010,hdi,0.72
TUN,2011,hdi,0.722
TUN,2012,hdi,0.724
TUN,2013,hdi,0.727
TUN,2014,hdi,0.73
TUN,2015,hdi,0.733
TUN,2016,hdi,0.737
TUN,2017,hdi,0.74
TUN,2018,hdi,0.743
TUN,2019,hdi,0.745
TUN,2010,hdi,0.72
TUN,2011,hdi,0.722
TUN,2012,hdi,0.724
TUN,2013,hdi,0.727
TUN,2014,hdi,0.73
TUN,2015,hdi,0.733
TUN,2016,hdi,0.737
TUN,2017,hdi,0.74
TUN,2018,hdi,0.743
TUN,2019,hdi,0.745
TUN,2020,hdi,0.737
TUR,2010,hdi,0.749
TUR,2011,hdi,0.762
TUR,2012,hdi,0.769
TUR,2013,hdi,0.799
TUR,2014,hdi,0.809
TUR,2015,hdi,0.817
TUR,2016,hdi,0.823
TUR,2017,hdi,0.833
TUR,2018,hdi,0.839
TUR,2019,hdi,0.842
TUR,2010,hdi,0.749
TUR,2011,hdi,0.762
TUR,2012,hdi,0.769
TUR,2013,hdi,0.799
TUR,2014,hdi,0.809
TUR,2015,hdi,0.817
TUR,2016,hdi,0.823
TUR,2017,hdi,0.833
TUR,2018,hdi,0.839
TUR,2019,hdi,0.842
TUR,2020,hdi,0.833
TUV,2010,hdi,0.616
TUV,2011,hdi,0.616
TUV,2012,hdi,0.624
TUV,2013,hdi,0.628
TUV,2014,hdi,0.627
TUV,2015,hdi,0.643
TUV,2016,hdi,0.636
TUV,2017,hdi,0.634
TUV,2018,hdi,0.642
TUV,2019,hdi,0.635
TUV,2010,hdi,0.616
TUV,2011,hdi,0.616
TUV,2012,hdi,0.624
TUV,2013,hdi,0.628
TUV,2014,hdi,0.627
TUV,2015,hdi,0.643
TUV,2016,hdi,0.636
TUV,2017,hdi,0.634
TUV,2018,hdi,0.642
TUV,2019,hdi,0.635
TUV,2020,hdi,0.639
TZA,2010,hdi,0.493
TZA,2011,hdi,0.499
TZA,2012,hdi,0.504
TZA,2013,hdi,0.51
TZA,2014,hdi,0.515
TZA,2015,hdi,0.52
TZA,2016,hdi,0.524
TZA,2017,hdi,0.528
TZA,2018,hdi,0.538
TZA,2019,hdi,0.548
TZA,2010,hdi,0.493
TZA,2011,hdi,0.499
TZA,2012,hdi,0.504
TZA,2013,hdi,0.51
TZA,2014,hdi,0.515
TZA,2015,hdi,0.52
TZA,2016,hdi,0.524
TZA,2017,hdi,0.528
TZA,2018,hdi,0.538
TZA,2019,hdi,0.548
TZA,2020,hdi,0.548
UGA,2010,hdi,0.502
UGA,2011,hdi,0.506
UGA,2012,hdi,0.504
UGA,2013,hdi,0.509
UGA,2014,hdi,0.512
UGA,2015,hdi,0.517
UGA,2016,hdi,0.519
UGA,2017,hdi,0.52
UGA,2018,hdi,0.522
UGA,2019,hdi,0.525
UGA,2010,hdi,0.502
UGA,2011,hdi,0.506
UGA,2012,hdi,0.504
UGA,2013,hdi,0.509
UGA,2014,hdi,0.512
UGA,2015,hdi,0.517
UGA,2016,hdi,0.519
UGA,2017,hdi,0.52
UGA,2018,hdi,0.522
UGA,2019,hdi,0.525
UGA,2020,hdi,0.524
UKR,2010,hdi,0.764
UKR,2011,hdi,0.769
UKR,2012,hdi,0.773
UKR,2013,hdi,0.773
UKR,2014,hdi,0.773
UKR,2015,hdi,0.774
UKR,2016,hdi,0.779
UKR,2017,hdi,0.782
UKR,2018,hdi,0.783
UKR,2019,hdi,0.786
UKR,2010,hdi,0.764
UKR,2011,hdi,0.769
UKR,2012,hdi,0.773
UKR,2013,hdi,0.773
UKR,2014,hdi,0.773
UKR,2015,hdi,0.774
UKR,2016,hdi,0.779
UKR,2017,hdi,0.782
UKR,2018,hdi,0.783
UKR,2019,hdi,0.786
UKR,2020,hdi,0.775
URY,2010,hdi,0.787
URY,2011,hdi,0.794
URY,2012,hdi,0.798
URY,2013,hdi,0.805
URY,2014,hdi,0.808
URY,2015,hdi,0.811
URY,2016,hdi,0.815
URY,2017,hdi,0.819
URY,2018,hdi,0.819
URY,2019,hdi,0.821
URY,2010,hdi,0.787
URY,2011,hdi,0.794
URY,2012,hdi,0.798
URY,2013,hdi,0.805
URY,2014,hdi,0.808
URY,2015,hdi,0.811
URY,2016,hdi,0.815
URY,2017,hdi,0.819
URY,2018,hdi,0.819
URY,2019,hdi,0.821
URY,2020,hdi,0.821
USA,2010,hdi,0.911
USA,2011,hdi,0.913
USA,2012,hdi,0.916
USA,2013,hdi,0.917
USA,2014,hdi,0.919
USA,2015,hdi,0.92
USA,2016,hdi,0.922
USA,2017,hdi,0.924
